,class,prob1,prob2
0001835e71fa14cc982f,0, 98.88,  1.12
000176920695761318c1,0, 98.88,  1.12
0001ddd0715592df7a71,0, 98.13,  1.87
00017ef655f90444cbe7,0, 99.19,  0.81
00012e45ce2c52c11b1b,0, 88.16, 11.84
0001a059892cd964fa41,1, 20.83, 79.17
0001478fb50492158dfe,0, 99.03,  0.97
0001149564c4ab4385cf,0, 98.75,  1.25
000104bc791060532a48,0, 98.09,  1.91
000155390d277b841941,0, 97.28,  2.72
0001557d60c3a024b5bb,0, 98.37,  1.63
0001e60efd57abbdf645,0, 98.23,  1.77
00010d34b8ece9ed4f09,0, 99.29,  0.71
0001efb3d4e3a6722220,0, 98.42,  1.58
0001ea661740f35c8d88,0, 84.45, 15.55
000132f4c54dd194918d,0, 98.48,  1.52
00017110f78881c0bae0,0, 98.25,  1.75
000162b70b8e64c36fde,0, 99.20,  0.80
00013870628e339e5ac1,1, 14.63, 85.37
000134b387dbf61bf47b,0, 97.60,  2.40
00018af2838e8e5fb238,0, 99.31,  0.69
0001051736c557ab4508,1, 18.74, 81.26
0001c030b67303b10d9e,0, 98.22,  1.78
00018cfdbe12a3090efd,1, 11.66, 88.34
00019f9d13732075e066,0, 99.33,  0.67
0001c1ab2b2a0506167e,0, 99.35,  0.65
00012df1ea4cdbe00790,0, 99.41,  0.59
00011e28398841a4f4ca,0, 99.49,  0.51
0001833c34063dbf2ed6,0, 99.15,  0.85
0001b0353b84052a1b91,1, 18.49, 81.51
00013e87f5ce4f60e860,0, 97.27,  2.73
0001356ee44a8e7ce215,0, 95.65,  4.35
000175bce9372402f956,0, 97.32,  2.68
00011cea7d320d177a91,0, 97.84,  2.16
000149c9084f0e4f685b,0, 98.39,  1.61
0001f70ac04c651bf11c,0, 97.00,  3.00
0001a38d636f93f45170,0, 98.33,  1.67
00012be12ab56ea6c7bc,0, 97.56,  2.44
00012af1634b687a0a0d,0, 99.44,  0.56
0001ecd879eb53a03aeb,0, 94.39,  5.61
0001f9a8d1eabb89a6ea,0, 97.03,  2.97
00013762fbbaca82dab3,0, 88.98, 11.02
0001b864456ca6cb4089,0, 99.44,  0.56
000141ea98ccfae70a2e,0, 99.44,  0.56
000108a4cc8de0ea786d,0, 98.47,  1.53
0001213d1c2a4f78c255,0, 99.41,  0.59
00015a5f908d1e32bac6,0, 99.61,  0.39
000122077aed8dd6308f,0, 99.62,  0.38
0001fd01fa3026224ac4,1, 24.87, 75.13
0001e40b7617f49d77ba,0, 99.56,  0.44
00017a2c97dbba03a557,0, 99.57,  0.43
00016f941608cb46ed3f,0, 99.58,  0.42
000152e0ab5889382317,0, 99.37,  0.63
00010c31cb2fe5e00040,0, 96.95,  3.05
0001b56e8e8606bc0ddf,0, 95.08,  4.92
000160eff833cbf84eb4,1,  3.69, 96.31
0001ad4f92abe5f8d897,0, 36.70, 63.30
00012957fbeac2e87af3,0, 99.09,  0.91
0001eaaac511dcb3e02e,0, 93.77,  6.23
000165e5cfc69f858dee,1,  6.38, 93.62
000145bd93d7dd3cd57a,0, 90.01,  9.99
0001af3e67a0fe720c99,1,  7.52, 92.48
00014d4b37a12eb98007,0, 87.09, 12.91
0001762153150f993a6e,1,  7.82, 92.18
0001ab6631aee3ab3b3e,0, 96.11,  3.89
0001e2c2238f7b443ab6,0, 91.39,  8.61
00017224c370177ab14b,0, 85.09, 14.91
0001d1ac8860e9744f7f,0, 70.28, 29.72
00010c4c42f3dcd957eb,0, 96.14,  3.86
0001b08eed47df64967b,0, 89.82, 10.18
0001308b0eb6d5d53fd4,0, 89.45, 10.55
0001484821bfb560add0,0, 88.24, 11.76
0001d238bee939e62755,0, 99.03,  0.97
00013ab6220d0d24bb06,0, 99.18,  0.82
00012e19aeecbd17de48,1,  5.10, 94.90
0001f7a2a60d33f544d3,0, 90.53,  9.47
00017b87bc3b397c3ae3,0, 96.69,  3.31
0001b47f15fb54105629,1, 10.04, 89.96
00011e5ea3b6df503645,1,  9.97, 90.03
0001fd047bd55403dc6d,1, 20.13, 79.87
0001622da71ff17620fd,0, 97.93,  2.07
00011649969faf2a8beb,0, 98.93,  1.07
0001d4d42e6c502bd6e8,0, 72.43, 27.57
00013de7d539c85cefbb,0, 97.32,  2.68
00011d7cd24e72a9f2f7,0, 98.23,  1.77
00015b58fdbaf06fff66,0, 99.08,  0.92
00012d60fce5943fd1fa,0, 92.67,  7.33
0001f061282d372c75c0,1,  7.04, 92.96
000178f998c84a11eefd,0, 85.72, 14.28
0001e576341d60036e09,0, 99.36,  0.64
000164fc4abfca2874b3,0, 99.48,  0.52
00010b5c1f747307c054,0, 99.33,  0.67
00016779bb29b7e8aedb,0, 99.31,  0.69
0001cac9f507770a2bed,1, 54.88, 45.12
00014a39709d27c0f84f,1, 38.34, 61.66
0001532ef88c8f21a37a,0, 98.10,  1.90
0001b4b5c80bdb3f7ee9,0, 99.55,  0.45
0001eeb8167aafb8c2aa,0, 99.42,  0.58
00018d50690d76268924,0, 98.77,  1.23
000108a366ea213a738a,0, 98.63,  1.37
0001221a7841e5a9db0a,1, 30.11, 69.89
0001ae4c295aa734d723,0, 98.48,  1.52
000184216a63db5a5c05,1, 14.37, 85.63
0001eb62df7b71503314,1, 48.83, 51.17
00018f6d5e2697fa9ece,0, 99.30,  0.70
0001727b22b74861a98c,0, 99.59,  0.41
0001e32cf4604b709ce4,0, 98.89,  1.11
0001ac1fb195a6541f16,0, 99.17,  0.83
000105dc0d3a513d7cd5,0, 98.15,  1.85
00010b5553f3a05f5e3d,0, 98.87,  1.13
00017ccb14b96ab36db8,0, 99.35,  0.65
0001718f322f29252903,0, 99.17,  0.83
000127cc25d920e41f38,0, 96.17,  3.83
00016151086772c303a0,0, 99.16,  0.84
0001c7fdbd86b21c2ef9,0, 98.36,  1.64
0001b6d32efb49d85f90,0, 99.51,  0.49
0001667459f4b5f7e647,0, 99.26,  0.74
00010c80f8722f66e970,1,  5.99, 94.01
0001feba9d3e5c5c79d5,0, 96.90,  3.10
0001c7ea34b862eeaa00,1, 11.43, 88.57
0001988b98b9b2301cfa,1, 18.83, 81.17
0001d90aa076e8782f61,0, 98.39,  1.61
000146b24bcb3d0c97b4,1,  7.21, 92.79
0001ae44197fcaca8908,1, 37.79, 62.21
0001c645a5b73806e3a5,0, 94.84,  5.16
00013e46cbee80ca80ff,0, 97.90,  2.10
0001c85df0dfa5c3c4ae,0, 98.98,  1.02
00015d16d5bd255f8683,0, 96.34,  3.66
0001670d3f455d36089a,0, 99.43,  0.57
00011bf1b318728d497d,0, 98.73,  1.27
00017e06ad3262f6feb3,0, 99.48,  0.52
0001922fd24cfb3a9171,0, 99.46,  0.54
0001b345f1179e9dddf0,0, 97.48,  2.52
000134b7ff9de15235ab,0, 98.75,  1.25
0001214de9dca1704005,0, 99.56,  0.44
00012f3fa4d797a3f14c,0, 99.50,  0.50
0001882c34b64986e9ff,0, 97.94,  2.06
0001fc4e592d5b89c73c,1, 57.48, 42.52
000142fc82bc3e788fb2,0, 98.70,  1.30
00016c433c93d7a0772f,0, 97.58,  2.42
0001a243ff931767e206,0, 96.11,  3.89
000125f8cfacde40000b,0, 98.99,  1.01
00011b33bc5875e9b104,0, 99.28,  0.72
0001c739f5b8d80a0a7c,1, 20.39, 79.61
00014b4781ee6fb7c5ce,0, 99.02,  0.98
000152a1bef8699d3172,1, 23.51, 76.49
0001c5626904b7e417ea,1, 25.56, 74.44
0001ea6fc795d95cad84,0, 99.29,  0.71
000147d6456bd3bc8a71,0, 99.39,  0.61
0001dc7b9ba016009883,0, 98.73,  1.27
00017ef678929a7cf59b,1, 29.52, 70.48
000118d037ebd9ab2ee3,0, 98.02,  1.98
00017db7e6a38a2f0490,0, 98.92,  1.08
000187bcca313aab65f4,0, 99.50,  0.50
0001145664fb8ca424de,0, 98.44,  1.56
0001b8fae96f79a8bece,0, 99.13,  0.87
0001b03c61b39a2f4bb7,0, 98.19,  1.81
00019ff3feb4e3dc66b6,0, 75.80, 24.20
00019542184ac3a01e91,0, 99.00,  1.00
00012e73897adfa302a7,0, 99.54,  0.46
000182c5b3017619b7ce,0, 98.82,  1.18
00015e6a880346c244b2,1, 63.36, 36.64
0001aaec1494c20b79cf,0, 93.06,  6.94
000130287a43bb6029a6,0, 98.86,  1.14
000156ef5b71da5adf18,0, 98.79,  1.21
0001018667db5777862a,0, 97.12,  2.88
0001678166a0c06f7609,0, 97.12,  2.88
0001dda7777fbd1e0796,0, 99.03,  0.97
0001ea42b5e1dd6e0035,0, 99.00,  1.00
000126fdc8d1f2a5a088,0, 99.13,  0.87
00014382aa5b64d550c9,0, 97.47,  2.53
000145cc00a78756394c,0, 98.53,  1.47
0001a85fb8cf0f9b6af1,0, 99.38,  0.62
0001eb50fdc871f23714,0, 99.55,  0.45
000163d8d6dd49b78f76,0, 99.19,  0.81
0001fb3736024aaf7d5f,0, 98.46,  1.54
0001d883f7991070b855,0, 96.52,  3.48
00014448c70d8abfcc5d,0, 98.00,  2.00
00015e3eecff2641396e,0, 98.48,  1.52
00013a6b7ad255da8a0b,0, 99.33,  0.67
0001c84d79f5529dd908,0, 99.48,  0.52
00019101b86e9a934cd3,0, 99.11,  0.89
0001a3564384c4c1b8e0,1,  0.21, 99.79
00017136f6c058abb86b,0, 86.78, 13.22
0001b3a1c4911c6986bc,0, 98.25,  1.75
00017a520a3b5cdb542a,1, 34.93, 65.07
0001101b4b83c9f97a15,1,  6.45, 93.55
0001c8609045529c2059,0, 90.52,  9.48
0001b1b614e74f00dd2e,0, 96.16,  3.84
0001c45b85f7fa4503d9,1,  5.37, 94.63
000157e9518b6eb59a41,1, 24.34, 75.66
0001fb3b7c02f43dca4b,0, 98.92,  1.08
00017954c97aad955465,0, 98.54,  1.46
0001538357849308b235,1,  9.97, 90.03
0001e8bc544b81badf6f,0, 93.54,  6.46
0001e2afbc934f28e336,0, 95.20,  4.80
000103ea01c76be4b069,0, 99.34,  0.66
0001e4511a1160a2edc7,0, 99.29,  0.71
0001ce92bb39f09063c1,0, 99.47,  0.53
000136d46b09743fb03a,0, 91.87,  8.13
0001bd0eb5de4591c516,0, 99.33,  0.67
00018e0b5847e33783b8,0, 98.86,  1.14
0001d8350d2e017310e2,0, 97.60,  2.40
00018b7e5e08bedf6d89,0, 98.89,  1.11
0001b10453701168fa89,0, 99.47,  0.53
0001c9f6e4ab95073bdc,0, 98.64,  1.36
0001f9287e5268f6ef65,0, 99.32,  0.68
0001146f08a754d9fde2,0, 99.54,  0.46
0001b1de6a2ebb71d6fa,0, 99.12,  0.88
00018ee227457471a52d,0, 98.51,  1.49
00013707dcf815c2e478,0, 99.45,  0.55
000138c3748481af7b45,0, 98.26,  1.74
00019261ccb78128259d,0, 99.40,  0.60
0001ca7403048d1e6a72,0, 63.50, 36.50
000151d961b8ed9e4cdf,0, 99.58,  0.42
000103bd8276dc124ecf,0, 98.91,  1.09
0001743ad4ced119bd56,1,  4.86, 95.14
0001eca7ef8ba6737c76,0, 99.04,  0.96
0001944ebf9e50c2e7d8,0, 99.25,  0.75
0001b5405c59aa8b043c,0, 99.36,  0.64
0001c23108a6b26692de,0, 99.22,  0.78
0001184324e3891660c2,0, 98.87,  1.13
0001f70a670e2354c224,0, 99.27,  0.73
0001f46fa43c84770bbf,0, 99.01,  0.99
0001662a7af8f0f47e64,0, 98.58,  1.42
0001bd638327d9aec1d6,0, 99.08,  0.92
0001bfb123a30f751f9d,0, 99.57,  0.43
0001c03405a489227e7e,1,  0.69, 99.31
00016eb4ce02b4c4ff49,0, 99.01,  0.99
0001f08e85c2135edaa3,0, 99.00,  1.00
00010c9643614fa20c0b,0, 97.77,  2.23
000153f7380f6f61d0e7,0, 99.31,  0.69
0001020454259d505034,0, 98.92,  1.08
0001e5ed0e22499e5db1,0, 99.24,  0.76
00017f99a09570e621b8,0, 97.36,  2.64
00017b90478288d81ae8,0, 90.95,  9.05
000142570edbd19c1c4b,0, 99.39,  0.61
0001632fbfe09ef58ff7,0, 99.64,  0.36
0001b1dfb624577bd90e,0, 99.35,  0.65
0001f9f7f5026f9ee306,0, 93.24,  6.76
00017e8920674eeb1c29,0, 98.84,  1.16
0001558df6bfe119a367,0, 97.56,  2.44
000127321159148e3b84,0, 82.48, 17.52
0001adb0c9809754e976,0, 96.98,  3.02
000188d1074affcb4a1e,0, 94.03,  5.97
00012207c2879e7d82ca,0, 81.49, 18.51
0001548b8122983d1213,0, 97.61,  2.39
00012fe96d86f1217a19,0, 96.20,  3.80
0001e8cf88cc40e79f36,0, 98.87,  1.13
0001ad25af0f20fe35ab,0, 97.84,  2.16
00014b0b2f9f30bd4c2d,0, 92.99,  7.01
0001f35d5266dc27a75e,0, 93.61,  6.39
0001a6d6fcc98d4edacc,0, 96.62,  3.38
00013ad8b3da19caa2e1,0, 97.89,  2.11
0001c4942c1b2bc61d8f,0, 97.92,  2.08
0001a038bd5ed11d7741,0, 95.08,  4.92
000193aa4348b628c37c,1, 22.19, 77.81
00018389639bd00938ec,1, 11.76, 88.24
000195fb1bfe40ae2fde,1,  5.33, 94.67
0001f96b4f361cd73f2a,1, 24.56, 75.44
0001ef0c93e4eb1da672,0, 85.91, 14.09
0001428136b2808cc075,1,  9.92, 90.08
0001c758ee948d7729c2,0, 99.50,  0.50
00017d4d301fa65e31a1,0, 99.61,  0.39
0001670c95cb2d97b1b5,0, 97.59,  2.41
000100ca4cefb74c839c,0, 96.56,  3.44
00019a45849cc0b96b98,0, 98.64,  1.36
0001ce3ab8f678a30daa,0, 94.27,  5.73
00017af7d4df16ef464a,1,  7.19, 92.81
000126399d122318b9ef,0, 97.13,  2.87
0001ee2b93e822cd1185,0, 98.00,  2.00
000171ce20678f8d81da,0, 93.25,  6.75
00014912a62135f331dc,1, 24.91, 75.09
000165dfecced32e7c4e,0, 91.48,  8.52
0001b6bf5eaa20c5722a,0, 99.39,  0.61
0001225f281ce346705e,0, 94.99,  5.01
0001cc8cf6f797d9ebb1,0, 99.37,  0.63
000178f7faad07996860,0, 99.07,  0.93
000156a27efd7b1099a3,0, 98.95,  1.05
0001b24fa5d755cc2369,0, 99.43,  0.57
00013fab57bcb2e0cb98,0, 99.43,  0.57
000191688f7099549d18,0, 99.20,  0.80
000179fbfa18d7f85cbc,0, 99.69,  0.31
00015882254ecbfccbb9,0, 99.20,  0.80
0001027fe4932d4c68e7,1,  2.60, 97.40
000126e212e1453fd7c7,0, 99.44,  0.56
00014324ca27223d95fc,0, 99.36,  0.64
00019a0bc9d3bf480439,0, 99.12,  0.88
000130270c192119cda3,0, 99.15,  0.85
00010148ab2e0b3b4fd3,0, 99.50,  0.50
0001e1e304be28bb8345,0, 98.56,  1.44
00012d7b629ea7d51144,1,  0.80, 99.20
0001265ff4d76a0898fd,0, 98.90,  1.10
0001461a9da51771ce54,0, 99.11,  0.89
0001d502b779128e4ae0,0, 99.58,  0.42
0001d3b8e20e2d374d62,1,  7.18, 92.82
000162fb52b9c6619892,1,  1.95, 98.05
0001360a7b4589136d4b,1,  4.34, 95.66
000119351ffc0b507936,1,  3.79, 96.21
00011139a308eda26507,1,  0.42, 99.58
00018e82ee7a5fe008f9,1,  3.64, 96.36
00011bf23fac75df936b,0, 99.11,  0.89
0001c304666691b36ac1,1,  1.95, 98.05
0001e1a2c4e18543ef08,0, 81.55, 18.45
00018547c97d8a48f445,0, 99.49,  0.51
0001271953d5003fbbe5,0, 98.57,  1.43
000134c55ee61fb2dc9b,0, 98.37,  1.63
00012f3a43ce35e3d546,0, 96.48,  3.52
00014c38223f86fc37d9,0, 95.54,  4.46
0001660ec3e832cc8e89,0, 91.54,  8.46
0001bc366d1b801fac42,0, 98.72,  1.28
00014f858731dc39498b,0, 96.61,  3.39
000145d9ee7fd0588cd3,0, 98.16,  1.84
0001675bb535d26409cb,1,  2.22, 97.78
0001a822596905328fe2,0, 92.72,  7.28
0001d799b42380824be7,0, 97.52,  2.48
0001f9fbda3b9320d992,0, 93.40,  6.60
0001708622a09c4b17ff,0, 97.85,  2.15
0001bfe11416f8ff3cb8,0, 93.71,  6.29
0001b5b3814d6b4ff938,1, 15.47, 84.53
00018730cd0720c73ae1,0, 98.75,  1.25
0001881ba847326a95e4,1, 26.20, 73.80
000187458fdcc2f0a8a4,0, 99.20,  0.80
0001e7f0f5a533d9bd33,1, 24.28, 75.72
0001bd5b368d3176e91b,0, 97.35,  2.65
0001cf4e8cbdcb9c4699,0, 97.30,  2.70
000184c870eb232df402,0, 98.27,  1.73
0001925b04cee0666049,0, 99.49,  0.51
0001245d5615caf60ce8,0, 99.22,  0.78
000168121b0e41155c4d,0, 99.04,  0.96
0001223eb64f0dc2cdfe,0, 98.87,  1.13
0001688558012b04b096,0, 99.22,  0.78
0001dc1f498391f1d1bd,0, 99.35,  0.65
0001f33c3bed7b544d8c,1,  1.87, 98.13
0001b10354b48a94f1bd,0, 96.91,  3.09
000152f9a65bce1beaa5,0, 99.57,  0.43
0001ea78e14c7a3ca809,0, 99.51,  0.49
00012b093b4b3c050acd,0, 99.19,  0.81
0001932de93a9e94e44c,0, 96.06,  3.94
0001cbd73e67cfcd8237,0, 99.17,  0.83
0001b286d171385096fb,0, 94.87,  5.13
0001b5b4abea6dc45d68,0, 98.80,  1.20
0001a0786295d4fd1cae,1, 16.11, 83.89
000167d17f5bc340d825,0, 95.01,  4.99
000107c34971eea9d24a,0, 98.07,  1.93
0001e690e9c1a9aaa594,0, 98.49,  1.51
0001fb98a611886baa35,0, 96.22,  3.78
0001f33c6ecc747d298e,0, 98.51,  1.49
0001049a03e677bd5c25,0, 99.29,  0.71
0001c70a86778909c325,0, 98.93,  1.07
000102bc3cf581d3002a,1, 36.84, 63.16
0001027344b8ff857512,0, 98.63,  1.37
000173b6388ecc1455d9,0, 98.96,  1.04
00011e5b4e16c5d73ac2,0, 99.40,  0.60
0001932159cfad5f1911,0, 99.38,  0.62
000164fe5c07bc46e75f,0, 99.20,  0.80
00011447dc51b4a89aa4,0, 99.21,  0.79
0001a0415f6ddcae4cfd,0, 99.14,  0.86
00011fb1a0cc0af93727,0, 98.02,  1.98
00012ece81791419c040,1,  8.05, 91.95
00016db83415255f3909,0, 95.71,  4.29
00018dc96caae0e64b57,0, 94.70,  5.30
0001fa50895905684e7a,0, 90.81,  9.19
0001098f70be377c53a8,0, 98.29,  1.71
0001b4a63c8c4f976807,0, 98.40,  1.60
00015b80db7fc03d7265,1, 13.80, 86.20
0001e0fa004e216d1c15,0, 99.04,  0.96
0001bc555ea8d7d6e15a,0, 98.76,  1.24
000189d8f2fd40f4c82e,0, 99.29,  0.71
00012eb9893f0e46c1eb,1,  4.32, 95.68
0001dd6151e245b4b988,0, 98.87,  1.13
00011315ff8f4bc0d0bf,0, 92.86,  7.14
0001ea3ab15ee2393522,0, 98.98,  1.02
00018f5ba6c7ddb9f6ca,0, 99.42,  0.58
000133b4173dcb3f040c,0, 94.44,  5.56
0001c8413d72699da7c3,0, 98.75,  1.25
00017ddda9f7ab99db86,0, 98.59,  1.41
00012f0389f34afa9652,0, 99.03,  0.97
00013863398a205dcd42,0, 99.20,  0.80
0001cfb2c4d67ae5f45d,0, 98.69,  1.31
00011a69c7309e06dc9c,0, 99.46,  0.54
0001029e2838d8c64ac4,0, 99.40,  0.60
0001d8692719ffc70f22,0, 98.54,  1.46
0001eebe8f8d6cd87cde,0, 99.37,  0.63
000173f85d3bfd1658af,0, 99.14,  0.86
00018de88ba6c93ff6d3,0, 97.18,  2.82
00016a4bdc0333e55b59,0, 98.93,  1.07
0001a8746f65ad1ca3db,0, 99.33,  0.67
0001994cd427bd983d5d,0, 99.16,  0.84
0001cf23374cbf6e8186,0, 99.04,  0.96
0001082519e9f4c957f8,0, 99.19,  0.81
00017065d0c45e4bfa63,0, 99.33,  0.67
00018a91a7a08fb8eb20,0, 93.61,  6.39
00014920096ec29f87ef,1,  1.43, 98.57
0001767db01272c95ccb,0, 97.71,  2.29
0001509bd8807bd0bc6f,1,  4.50, 95.50
0001cbb68055d295cca1,0, 91.86,  8.14
00018e915eded4c48908,0, 98.96,  1.04
0001d03c15a9ed81d964,0, 98.55,  1.45
00010ccce61b7d63ff69,1, 38.44, 61.56
0001949b2ac44c52d1d0,0, 96.29,  3.71
0001727c6e7597a93834,0, 97.33,  2.67
00015d4f397707356e33,0, 99.27,  0.73
0001d0da0f0311be20e1,0, 99.51,  0.49
00010cf7e14e98846045,1, 16.33, 83.67
0001e9a8a6832a4e97c1,0, 99.65,  0.35
0001a4806fe4339db4ec,0, 98.80,  1.20
00013a797c8d40923afc,0, 99.30,  0.70
00010d4a2f12e5f4a808,1,  6.13, 93.87
0001e00efd32bf83b92b,1,  2.94, 97.06
00018956919cfff1ae75,0, 99.57,  0.43
0001c25c2b9178df8b0a,0, 99.12,  0.88
000125a37a16fea478eb,0, 98.37,  1.63
00014ed84066c4bf356a,0, 97.88,  2.12
0001ae0d67e2a662dde1,0, 97.91,  2.09
00013dac46e64ce0ed6f,0, 99.28,  0.72
0001cff66bbcbca47c99,0, 99.02,  0.98
0001dbffe57b9291cd05,0, 97.50,  2.50
0001327dc85f860cc286,0, 98.90,  1.10
00013f9b1eec0ccfe5b3,0, 94.40,  5.60
0001257a53bf46c027de,0, 99.33,  0.67
000187052935a8ae3346,0, 99.11,  0.89
00013e38454eee4e2b4b,1,  6.90, 93.10
0001896908873980061f,0, 77.77, 22.23
0001adf319b449bef4bc,0, 95.00,  5.00
00017c3ab548365e53e8,0, 95.74,  4.26
00013440cdf715e466c2,0, 95.93,  4.07
000177ce9b066e298506,1, 23.42, 76.58
0001fb0723a1a0b578f0,0, 98.92,  1.08
00016383d0c16a778fed,0, 86.11, 13.89
00014b04b15c6a35e4d7,0, 99.47,  0.53
000147aef50814fd0137,0, 99.09,  0.91
0001cca6111593f82914,0, 99.47,  0.53
0001a57ccb97aee21ada,1, 14.69, 85.31
00010b3c0d8f9d991f65,0, 98.56,  1.44
000116fb71c56cb3b2d6,0, 99.21,  0.79
0001ba2a943bfca899e8,0, 93.90,  6.10
00018fac510076057462,0, 94.86,  5.14
0001102eb3c3341f0117,0, 99.45,  0.55
0001e860dfa2fa8ecc96,0, 99.66,  0.34
000138e6958674cced2f,1,  4.44, 95.56
00017e132070ecf79160,0, 97.72,  2.28
0001938ec9574f3c2016,0, 96.98,  3.02
0001734b698b9f33df6a,0, 99.19,  0.81
00018a96be8df5817dd9,0, 99.11,  0.89
00011c211a533bf21e02,0, 98.95,  1.05
000143c7bebd8cf52fb9,0, 98.85,  1.15
0001506730a0c541ff4a,0, 98.18,  1.82
0001c0d9dfe62dd91b4b,1, 35.12, 64.88
0001d6f5bbcebb248f58,0, 98.23,  1.77
0001c351052ee00aac2e,0, 99.45,  0.55
00010b5a39e8fcee3f8b,0, 99.32,  0.68
0001c813a4a14788773b,0, 99.15,  0.85
000106422136bccaa490,0, 99.35,  0.65
00014bfb7f15a9638c71,0, 98.77,  1.23
000151f2c8e047756df5,0, 99.31,  0.69
0001a93a32c2ba85d75a,0, 98.73,  1.27
00016e037c48e346f76d,0, 98.99,  1.01
00010823e694bb88290c,0, 98.73,  1.27
00010d1cf6da0e744ae8,0, 99.36,  0.64
0001b9561bc9bbf42b75,0, 99.19,  0.81
00019b7c71e0925e8e47,0, 98.95,  1.05
0001fe0fdbfdeb7b136e,0, 99.36,  0.64
00014784d41308403ef9,0, 99.08,  0.92
0001a79cfae1c8d3cda9,0, 98.75,  1.25
00012caa3b61a4f54b76,0, 98.80,  1.20
0001387c9ce2e484bef9,0, 98.92,  1.08
0001581d36f0491b4380,0, 97.39,  2.61
00015ab4d8132f0ae332,0, 99.47,  0.53
0001feed51fc07a4e181,1,  2.05, 97.95
0001962db88d701354cd,1,  8.70, 91.30
000167cbd51f948cc168,1, 12.40, 87.60
00019c3698b4821ec842,0, 98.86,  1.14
00010ec84c1256b444ef,0, 98.52,  1.48
000131d82295763caf73,0, 99.51,  0.49
0001c76cc6f4e004d5d9,1,  5.51, 94.49
000116ba222a6a35ff8d,0, 94.54,  5.46
0001027938163664a99d,0, 99.45,  0.55
00018e8ef1150e1edec2,0, 99.38,  0.62
0001c3740e91f5dbb761,0, 99.56,  0.44
000191067dc0b9876b46,0, 99.13,  0.87
0001a35050d9f8b10789,0, 99.04,  0.96
00017a7216c9581371b3,0, 93.94,  6.06
0001e6ba5cce908849eb,0, 99.36,  0.64
0001005d772fc9d6b995,0, 99.46,  0.54
00012a043628657bad1d,0, 99.54,  0.46
00011954703cb2cce54d,1,  4.38, 95.62
00015c1d1e43285e1128,0, 96.93,  3.07
00015ae1bbd3fe5a696b,0, 98.82,  1.18
0001858e74afa9d30a0c,0, 95.76,  4.24
000169291794e8663343,0, 99.27,  0.73
00010461c711958364ba,0, 97.36,  2.64
0001b412f7f30b1f8bb1,0, 98.71,  1.29
00013e74b510bc7d3d61,1, 10.76, 89.24
00015f3c1c8ca3acc82c,1, 30.96, 69.04
0001ab40b06645d15ccf,0, 99.36,  0.64
00016598be00780d6926,0, 98.83,  1.17
00010c4b26b3d9e8c182,0, 98.35,  1.65
00010c49dd5103d411cc,0, 99.08,  0.92
0001ccfbffe9bf290532,1,  7.34, 92.66
00018ce0c54ef897ac92,1,  7.79, 92.21
0001f25b6846af722f86,0, 96.91,  3.09
0001dbe1efc1042b3f57,0, 74.36, 25.64
0001e28169cb165bccbb,0, 96.95,  3.05
00011bb566bab7eaa2e1,0, 89.90, 10.10
00010959d201f366e7e0,0, 95.46,  4.54
0001843248eadfae9599,0, 99.41,  0.59
0001e16bad7695b50a2d,0, 98.98,  1.02
00019fd7a83bd3e67fc8,0, 98.44,  1.56
00019854b72bec597c17,1,  4.26, 95.74
0001e5a5db5e29e8b110,0, 98.86,  1.14
00014289ddd487d2b1f4,0, 98.99,  1.01
0001a84ba575cb560c1f,1,  0.53, 99.47
00018d7168eb10a2d77e,0, 99.49,  0.51
0001345f3f1f24204348,0, 99.21,  0.79
00016319fb14f41ebe4a,0, 99.54,  0.46
00011fec58168dc0bce8,0, 99.46,  0.54
00015cd14ff22db6766b,0, 99.54,  0.46
000181ea96df2ded5b93,0, 99.35,  0.65
0001a589398fbda76c03,0, 98.80,  1.20
0001376136e15e821431,0, 99.57,  0.43
000180401f3049663cc0,0, 99.30,  0.70
00014f4c05bc7b516ea2,0, 99.58,  0.42
0001f2304a1047982214,0, 99.62,  0.38
00016dace5eab6fe3942,0, 99.64,  0.36
0001bf1dae3f12aceb4b,0, 99.31,  0.69
00016dc889e03e2d6f46,1, 30.42, 69.58
00014c34a3af5e5521f8,1, 14.48, 85.52
000119235c04b4ba5c54,0, 99.38,  0.62
000177f99580f648dcf9,1, 31.67, 68.33
0001de9bbed95c728174,0, 99.44,  0.56
0001a3adc6847ddf2cd8,0, 99.59,  0.41
00014bf7743c998e6c35,0, 99.21,  0.79
0001a730434ec069077d,0, 99.36,  0.64
0001c8480189083770be,0, 99.40,  0.60
000168517e1595d2ea12,0, 99.49,  0.51
00011a3bd7810340437e,0, 99.38,  0.62
0001c9b8f2364dd5064e,0, 99.00,  1.00
000156ae5acacb7945d9,0, 99.12,  0.88
0001939d9553b2fc1950,0, 99.50,  0.50
0001847060f473bd1336,0, 99.58,  0.42
0001afcb440be6c9f96e,0, 99.31,  0.69
0001dbe5e22e915b16dd,0, 97.89,  2.11
0001fc621f21222b5316,0, 98.87,  1.13
0001c77cb48133d0be0a,0, 99.60,  0.40
00012288215f301f07a4,0, 98.29,  1.71
00014bb4c88b3d9eb1d5,0, 97.37,  2.63
0001d76f8718d088c17b,0, 99.47,  0.53
0001d13999b8d04dc5e8,0, 99.24,  0.76
0001b63b3f4f03be1db9,0, 98.01,  1.99
00015badd81eea5f18fe,0, 99.23,  0.77
0001d41eb49694a978b5,1, 23.67, 76.33
